timestamp,x_cam,y_cam,theta_cam,vL,vR
1764515505.0290298,414.0,269.75,-1.3378171,0.0,0.0
1764515505.0623639,414.25,269.75,-1.3608228,0.0,0.0
1764515505.096334,414.25,269.75,-1.3608228,0.0,0.0
1764515505.129668,414.0,269.5,-1.3415644,0.0,0.0
1764515505.163002,414.0,269.5,-1.3415644,0.0,0.0
1764515505.19711,414.0,269.5,-1.3415644,0.0,0.0
1764515505.2332401,414.0,269.5,-1.3415644,0.0,0.0
1764515505.2665741,414.0,269.5,-1.3415644,0.0,0.0
1764515505.2999082,414.0,269.5,-1.3415644,0.0,0.0
1764515505.3332422,414.0,269.5,-1.3415644,0.0,0.0
1764515505.3665762,414.0,269.5,-1.3415644,0.0,0.0
1764515505.39991,414.0,269.5,-1.3415644,0.0,0.0
1764515505.433244,414.25,269.75,-1.3608228,0.0,0.0
1764515505.466578,414.25,269.75,-1.3608228,0.0,0.0
1764515505.499912,414.25,269.75,-1.3608228,0.0,0.0
1764515505.533246,414.25,269.75,-1.3608228,0.0,0.0
1764515505.56658,414.25,269.75,-1.3608228,0.0,0.0
1764515505.5999238,414.25,269.75,-1.3608228,0.0,0.0
1764515505.6332579,414.0,269.75,-1.3378171,0.0,0.0
1764515505.666592,414.0,269.5,-1.3415644,0.0,0.0
1764515505.699926,414.25,269.75,-1.3608228,0.0,0.0
1764515505.73326,414.25,269.5,-1.3574277,0.0,0.0
1764515505.766594,414.25,269.75,-1.3608228,0.0,0.0
1764515505.799928,414.25,269.75,-1.3608228,0.0,0.0
1764515505.833262,414.0,269.5,-1.3415644,0.0,0.0
1764515505.866596,414.0,269.5,-1.3415644,0.0,0.0
1764515505.89993,414.0,269.5,-1.3415644,0.0,0.0
1764515505.9332638,414.0,269.5,-1.3415644,0.0,0.0
1764515505.9665978,414.0,269.5,-1.3415644,0.0,0.0
1764515505.9999318,414.0,269.5,-1.3415644,0.0,0.0
1764515506.0332658,414.0,269.5,-1.3415644,0.0,0.0
1764515506.0665998,414.0,269.5,-1.3415644,0.0,0.0
1764515506.100706,414.0,269.5,-1.3415644,0.0,0.0
1764515506.13404,414.25,269.75,-1.3608228,0.0,0.0
1764515506.167525,414.25,269.75,-1.3608228,0.0,0.0
1764515506.201188,414.25,269.75,-1.3608228,0.0,0.0
1764515506.234522,414.0,269.5,-1.3415644,0.0,0.0
1764515506.267856,414.0,269.5,-1.3415644,0.0,0.0
1764515506.30119,414.25,269.75,-1.3608228,0.0,0.0
1764515506.334524,414.25,269.75,-1.3608228,0.0,0.0
1764515506.367858,414.25,269.75,-1.3608228,0.0,0.0
1764515506.401192,414.25,269.75,-1.3608228,0.0,0.0
1764515506.434526,414.0,269.5,-1.3415644,0.0,0.0
1764515506.46786,414.0,269.5,-1.3415644,0.0,0.0
1764515506.501194,414.0,269.5,-1.3415644,0.0,0.0
1764515506.534528,414.0,269.5,-1.3415644,0.0,0.0
1764515506.567862,414.25,269.75,-1.3608228,0.0,0.0
1764515506.601196,414.0,269.5,-1.3415644,0.0,0.0
1764515506.63453,414.0,269.5,-1.3415644,0.0,0.0
1764515506.667864,414.0,269.5,-1.3415644,0.0,0.0
1764515506.701198,414.0,269.5,-1.3415644,0.0,0.0
1764515506.734532,414.0,269.5,-1.3415644,0.0,0.0
1764515506.7678661,414.0,269.5,-1.3415644,0.0,0.0
